Viabilidad,Aportaciones,Duracion,Historia,Tipo,Sueldo,Ahorro,Antiguedad,Porcentaje,EdoCivil,Aval,Residencia,Seguro,Edad,Adeudos,Vivienda,otraPension,tipoAfiliado,Dependientes,Ley,Foraneo
1,2,18,2,1,6969.96,1,1,95,0,1,19,0,68,0,0,0,1,0,0,1
0,2,3,0,2,4184.10,0,0,64,3,0,14,0,62,1,1,0,4,0,1,1
0,2,29,2,2,9903.33,1,0,72,0,0,26,0,55,0,0,0,2,3,1,0
0,1,30,1,0,4324.58,1,1,85,0,0,28,1,49,1,1,0,2,3,1,0
0,1,6,0,0,4023.03,1,0,54,3,0,30,1,51,0,1,1,0,1,0,0
0,1,16,1,2,4023.03,1,0,69,3,1,26,0,68,1,0,1,2,1,1,1
1,1,10,0,1,7097.65,0,0,50,1,0,22,1,60,0,1,0,4,2,0,1
0,0,23,0,2,4324.58,1,0,72,3,0,15,0,68,0,1,0,0,0,1,0
1,2,18,0,1,13701.00,0,1,65,0,0,6,0,54,0,0,0,0,3,0,1
1,2,29,2,0,5083.95,1,0,54,0,1,25,1,51,1,1,0,1,3,0,0
0,1,23,2,2,5083.95,0,0,65,0,0,5,1,61,1,1,0,1,0,0,0
1,2,13,1,2,8814.00,1,0,60,0,1,8,0,51,1,1,0,1,1,0,1
1,1,5,1,0,3308.10,1,0,61,3,1,26,0,63,0,1,0,3,1,0,0
0,2,11,2,1,9999.00,1,1,90,3,0,24,0,52,0,0,0,0,3,1,0
1,2,29,0,2,4942.32,1,1,100,3,0,25,0,67,1,0,0,4,2,1,1
1,1,9,0,2,3308.10,1,0,69,3,0,27,1,56,0,1,0,4,2,1,0
1,2,4,2,0,4516.20,1,0,59,3,0,29,0,69,1,1,0,2,1,0,0
0,0,13,1,2,3308.10,1,1,66,0,0,25,1,67,0,1,1,4,1,1,0
0,0,18,0,0,3132.60,0,1,63,3,1,21,1,63,1,1,0,1,1,0,1
1,2,25,2,2,5796.63,0,0,86,3,0,19,1,52,0,1,1,4,2,1,0
1,0,27,2,1,5962.83,1,0,82,3,0,24,1,69,0,1,0,3,1,1,0
0,2,8,0,1,6200.00,0,0,90,3,1,17,1,56,0,1,0,0,0,1,0
0,2,18,1,0,6200.00,0,0,78,3,0,21,0,54,1,0,1,2,0,1,0
1,0,23,1,1,4816.80,0,1,81,3,0,25,1,58,1,0,0,0,1,1,1
0,0,22,1,2,6200.00,1,0,71,3,0,29,1,59,1,1,1,1,2,1,1
0,1,19,2,1,4800.00,1,1,87,3,1,18,1,67,0,1,0,4,1,0,1
1,0,24,0,1,6200.00,0,1,69,3,0,6,0,49,1,1,0,1,2,0,1
1,0,11,2,2,11200.00,0,1,56,1,1,15,0,58,0,1,1,1,2,1,0
1,1,29,0,0,11200.00,1,1,56,3,0,21,1,65,0,0,1,1,2,1,0
0,1,5,2,2,7882.79,0,0,84,3,0,10,0,61,1,1,1,2,1,1,0
1,1,8,0,1,9301.22,0,0,89,1,1,26,1,50,1,1,0,4,0,0,1
0,1,9,0,1,9301.22,1,1,96,3,0,21,0,64,1,1,1,3,1,1,1
0,2,27,2,0,4184.10,1,0,86,3,0,7,0,67,0,0,1,1,3,0,1
1,2,10,2,2,7220.00,0,0,80,3,1,25,0,56,0,0,0,0,3,0,1
1,2,21,0,0,13611.60,1,1,70,0,1,17,1,49,0,0,1,0,1,0,0
0,0,11,2,0,17369.04,0,1,98,1,1,5,0,58,1,0,0,4,1,1,0
0,1,18,0,1,10152.32,0,0,53,1,0,30,1,52,1,1,0,2,1,0,1
0,1,15,2,1,3987.69,0,1,92,3,1,7,0,49,1,1,1,4,0,1,1
1,0,26,1,0,8929.72,0,1,98,3,0,25,0,64,1,1,0,3,1,1,1
1,2,30,0,0,9903.33,1,0,67,2,0,21,1,60,1,1,0,1,0,1,0
1,1,21,0,2,10303.53,1,0,80,3,1,29,1,63,1,1,0,0,0,1,1
1,0,9,2,2,7882.79,0,1,96,3,1,29,1,56,0,0,1,4,2,1,0
1,0,15,0,1,15548.83,0,1,87,3,0,5,0,49,0,0,0,0,1,0,0
1,0,18,1,1,3128.10,0,0,65,1,1,26,0,54,1,1,0,3,3,1,0
1,0,11,1,1,3393.38,1,0,94,1,1,15,1,52,1,1,0,3,3,1,0
1,2,17,1,0,5962.83,1,1,81,1,1,29,1,68,1,0,1,4,0,1,1
0,0,27,0,1,4942.32,1,1,70,1,0,9,1,64,0,1,0,1,1,1,0
0,1,22,1,2,6625.67,1,1,90,3,0,22,0,65,0,1,1,2,0,0,1
0,2,5,0,2,10303.53,1,0,54,0,1,15,1,61,0,0,1,3,3,0,0
0,0,21,1,2,5885.69,1,0,99,1,0,29,0,50,0,1,0,2,0,1,0
0,1,13,2,0,2643.45,1,1,87,2,0,27,0,67,1,1,0,1,1,1,0
0,1,20,0,2,11218.80,1,0,92,3,0,20,0,49,0,1,0,2,2,0,0
1,2,7,1,1,9662.83,0,1,71,3,1,22,0,67,0,1,0,4,2,1,1
0,2,10,2,2,4703.33,0,1,68,0,0,15,0,56,0,0,1,3,0,0,1
0,0,13,2,2,4816.80,1,0,77,3,0,9,0,55,1,1,1,2,1,0,0
0,1,13,2,0,3308.10,1,1,63,1,0,29,0,57,0,0,1,3,1,1,0
1,2,2,1,0,4942.32,1,1,74,2,0,12,1,54,0,1,0,3,1,0,0
0,0,23,2,2,7009.12,0,0,92,1,0,9,1,53,0,1,1,2,0,0,1
1,0,25,1,0,4942.32,0,1,55,3,1,24,1,64,0,0,0,4,3,1,0
0,1,2,0,0,10303.53,0,0,68,3,1,19,1,66,0,1,0,3,3,0,1
1,0,15,1,1,5013.00,1,0,81,1,0,26,0,67,1,0,1,3,3,0,1
1,2,13,1,0,4184.10,1,0,75,1,1,7,1,56,1,0,1,3,1,0,0
0,2,7,1,0,3341.54,1,1,54,3,1,28,0,63,1,0,1,3,2,0,1
0,1,6,1,1,11475.00,0,1,66,3,1,15,1,65,0,1,0,0,0,1,1
0,0,5,2,0,5041.89,1,1,89,1,0,22,0,67,1,1,1,3,0,0,1
0,0,3,0,1,7018.20,1,0,68,3,1,6,1,50,1,0,0,2,1,1,1
1,1,13,2,0,8689.20,0,0,84,3,0,20,0,61,1,1,1,1,2,1,1
1,2,30,0,1,9023.40,1,1,93,3,0,8,0,65,0,1,0,1,1,1,1
0,0,3,2,0,8020.80,0,0,76,0,1,11,0,57,0,0,1,2,2,1,1
1,0,8,1,2,8689.20,1,1,58,3,0,13,1,62,1,0,1,0,0,1,1
0,1,5,0,2,7882.79,1,1,50,3,0,27,1,66,1,1,1,2,0,0,0
1,1,27,0,1,5609.64,1,1,53,1,0,19,0,60,0,1,0,2,1,1,1
0,2,23,0,1,5609.64,0,1,95,1,0,30,0,63,0,0,0,4,3,1,1
0,1,30,2,0,7882.79,0,0,84,1,1,20,1,60,1,1,1,1,0,1,0
0,0,15,1,1,5133.40,1,0,72,1,1,26,1,57,1,0,0,3,1,1,1
1,0,30,1,2,8700.72,1,1,98,1,1,29,0,59,1,0,1,1,1,0,1
1,1,24,1,0,7097.65,0,1,94,0,1,12,1,61,1,0,0,1,3,1,0
0,2,10,0,0,8192.64,1,0,50,1,0,21,1,64,1,0,0,1,1,1,0
0,2,15,1,0,8192.64,1,0,89,0,1,29,0,56,0,0,1,1,1,0,1
0,0,13,1,1,8192.64,0,1,67,3,1,5,0,69,0,0,1,4,2,0,1
1,0,15,0,0,8192.64,0,1,91,3,1,19,1,59,1,1,0,3,2,0,0
1,2,15,1,1,8192.64,1,0,77,3,1,16,1,51,0,0,1,3,0,1,0
0,2,29,1,1,4746.03,1,0,72,1,1,29,1,53,1,0,1,2,3,1,0
1,0,7,2,2,28216.80,0,0,80,3,1,20,1,51,1,1,0,3,2,0,1
0,2,5,1,2,2401.20,1,0,83,3,0,6,1,50,0,1,0,2,3,1,0
0,0,20,1,0,27315.00,0,0,71,3,0,22,0,61,0,0,1,2,1,1,0
1,0,25,1,0,4516.20,0,0,75,3,1,29,1,61,1,0,1,3,3,0,0
1,0,22,1,2,4465.50,1,0,78,3,1,7,0,68,1,1,1,3,3,1,0
1,0,17,1,2,3132.60,1,1,77,3,1,14,0,50,1,1,0,4,2,1,0
0,1,24,0,1,3308.10,0,1,60,3,0,30,0,68,0,1,1,1,3,1,0
1,1,6,2,2,5083.95,0,1,51,0,1,22,0,61,0,0,0,4,1,0,0
1,1,9,2,2,6625.67,0,1,95,0,0,5,0,60,0,0,1,4,2,0,1
1,1,25,1,2,9662.83,0,0,89,1,1,24,0,54,1,0,1,3,3,1,1
1,2,7,1,2,11218.80,0,0,88,1,0,19,1,49,0,1,1,4,3,1,0
1,1,30,1,0,3128.10,1,1,63,3,1,27,0,59,0,0,1,2,2,1,1
0,0,6,1,2,4374.00,1,1,100,3,1,19,0,63,1,1,1,0,0,1,0
1,2,12,2,0,8192.64,1,1,92,0,0,29,1,68,1,0,0,4,3,1,0
1,0,13,2,0,8133.44,0,1,50,0,0,18,1,62,0,0,0,2,3,1,1
0,1,19,0,1,10732.18,0,1,50,3,0,8,1,64,0,0,1,2,1,1,1
1,1,16,0,2,5083.94,1,1,60,3,0,6,1,62,0,1,0,3,2,0,1
0,1,12,0,2,5083.94,0,1,53,3,1,5,0,59,0,1,1,4,2,0,0
1,2,20,0,1,5083.94,1,1,96,0,0,30,1,50,1,0,1,0,2,0,1
1,1,5,2,0,6200.00,1,0,94,1,1,6,1,66,1,0,1,4,0,0,0
0,2,23,2,1,6251.69,0,1,66,1,1,5,0,52,1,0,1,4,2,1,1
1,1,22,1,0,6625.67,1,1,65,3,0,17,1,56,0,1,0,2,1,0,0
0,1,11,1,0,8192.64,0,0,56,3,1,20,0,53,1,1,0,4,1,1,0
0,0,8,1,1,7882.79,1,1,90,3,0,8,0,52,1,0,0,4,2,0,1
0,1,18,0,2,5133.40,1,1,75,3,1,17,0,55,1,0,1,0,0,1,1
0,0,1,1,2,2401.20,1,1,59,3,0,8,1,63,1,0,1,0,3,0,0
1,0,13,0,0,2401.20,0,0,64,3,0,27,1,67,0,1,1,0,1,0,1
1,0,28,1,1,8020.80,0,1,52,3,0,29,1,60,1,0,1,3,1,0,0
1,2,5,2,0,6015.60,1,0,99,3,1,8,0,62,0,0,1,4,3,1,0
0,2,22,1,2,7882.79,1,0,80,3,1,9,0,61,1,1,0,4,2,1,1
0,1,18,0,0,10026.00,0,0,55,3,1,28,1,65,0,0,0,1,3,0,1
0,1,9,1,0,11124.00,1,1,95,1,0,21,0,63,1,1,1,1,3,0,0
1,2,19,1,2,4324.58,1,1,53,3,1,18,1,49,0,1,0,2,0,1,1
1,0,24,0,2,4324.58,0,0,99,3,1,12,1,59,0,0,0,0,3,1,0
0,2,8,1,0,4324.58,1,0,56,0,0,5,0,58,0,1,1,4,1,1,1
0,2,12,2,1,3552.60,0,0,54,3,1,26,1,60,0,1,0,3,0,0,0
0,2,14,1,0,4324.58,1,0,53,3,0,7,1,57,0,0,0,3,1,0,0
1,0,9,2,0,4324.58,1,1,58,1,0,8,0,51,1,0,1,2,2,1,0
1,2,27,1,2,3393.38,1,0,71,3,0,28,1,57,0,0,0,2,3,1,1
1,1,26,0,2,3132.60,1,1,87,3,1,8,1,53,0,1,1,2,1,0,1
0,0,15,1,0,3308.10,1,1,50,3,1,19,1,67,0,0,1,3,3,1,1
1,1,2,1,0,3128.10,0,1,75,3,0,20,0,49,0,1,0,4,3,1,1
0,0,27,0,0,2476.20,1,1,94,3,0,25,1,65,1,0,1,0,3,0,1
0,1,12,0,2,11218.80,1,1,85,3,0,30,0,59,0,1,1,1,1,1,0
1,0,27,1,1,10152.30,0,1,81,3,0,21,1,56,1,0,1,4,0,1,1
0,2,7,1,2,3341.54,1,0,79,3,1,19,1,56,0,0,0,2,0,0,0
0,1,28,0,0,4942.32,0,1,93,3,1,27,0,55,0,1,1,0,3,0,0
1,1,20,1,0,2401.20,0,0,88,1,0,9,0,69,1,0,1,1,0,0,0
1,0,4,2,1,3552.60,1,1,54,0,0,22,0,64,1,0,0,0,1,0,1
1,2,12,1,2,12031.20,0,0,79,0,0,18,0,57,0,1,0,2,1,0,1
0,1,14,2,0,3552.60,0,1,62,3,0,18,1,65,1,0,1,1,0,1,1
0,2,22,2,2,3552.60,0,1,54,3,1,12,1,50,0,0,1,2,0,0,0
0,2,26,1,2,8192.64,0,0,73,3,1,13,1,68,1,1,1,2,1,1,1
0,1,21,2,0,6251.69,1,0,52,3,0,22,1,52,1,0,0,3,2,0,1
1,2,10,0,0,8192.64,1,0,90,3,0,26,0,65,1,1,0,1,1,1,1
1,1,7,0,1,32004.18,0,1,69,3,1,20,1,60,0,1,0,2,3,1,0
0,0,16,1,0,32004.18,1,1,53,3,1,8,1,65,0,1,1,3,1,1,1
0,1,29,2,2,32004.18,0,1,57,1,1,11,1,59,1,1,1,1,1,0,0
0,1,15,2,0,2401.20,0,1,76,3,1,25,1,58,1,1,0,4,0,0,1
0,2,24,1,1,3887.40,0,1,91,1,1,27,1,54,0,0,0,1,3,1,1
1,1,29,2,0,4316.01,0,0,96,1,0,14,0,50,0,1,0,2,3,0,1
0,0,4,2,1,3834.00,0,1,62,3,1,5,1,57,1,0,1,2,2,1,1
0,1,5,2,1,3840.60,1,0,83,3,1,20,1,68,0,1,0,4,2,0,1
0,2,16,1,0,2883.00,1,0,65,3,1,17,1,57,1,1,0,3,0,0,0
1,0,28,0,2,4316.10,0,1,93,3,1,10,1,53,1,1,0,1,1,1,0
1,2,20,2,2,5237.40,0,0,67,3,1,26,0,57,1,0,1,4,2,1,0
0,2,21,2,1,3730.80,1,1,52,1,1,14,1,69,1,0,1,1,3,0,0
1,0,12,0,0,4316.10,1,1,86,3,0,12,1,55,1,1,0,3,3,1,0
1,1,19,0,1,2401.20,1,0,62,3,1,10,0,55,1,1,0,1,1,0,0
1,2,7,1,1,7009.42,1,1,50,3,0,29,1,53,1,1,1,0,2,1,1
0,0,16,2,2,2883.00,1,0,87,3,1,12,1,63,0,0,1,4,2,1,1
1,0,17,0,2,4372.20,0,0,81,3,1,17,0,54,1,1,0,0,3,0,0
0,0,6,2,1,3440.40,0,0,87,3,0,14,1,63,0,1,1,0,3,1,1
1,2,18,0,0,2883.00,0,0,97,3,1,9,1,58,0,0,1,2,2,1,0
0,1,21,2,1,3132.60,1,0,89,0,1,19,1,57,1,0,0,4,3,0,1
1,1,5,1,2,4585.31,0,0,66,3,0,14,0,56,1,0,1,3,0,0,0
0,1,30,0,2,3834.00,1,0,94,3,1,30,0,58,1,1,1,0,1,0,1
1,1,27,1,2,3834.00,0,0,61,1,1,15,1,58,1,1,0,3,0,0,1
0,0,30,1,1,2883.00,1,0,65,3,1,5,0,65,0,0,0,4,0,1,1
1,2,24,0,1,3335.10,1,0,97,3,0,6,0,69,1,1,1,4,1,1,1
0,2,12,1,0,2883.00,0,0,68,0,0,6,0,65,1,0,0,4,0,0,1
0,2,21,0,1,9662.83,1,1,59,0,0,21,1,55,0,1,1,4,3,0,1
0,0,1,2,1,8192.64,0,0,86,0,0,27,0,63,0,1,0,3,3,1,1
0,1,19,0,2,8192.64,0,0,79,0,0,9,0,68,0,0,1,3,0,1,1
1,0,11,0,0,3834.00,1,1,55,3,0,6,1,63,0,0,1,2,0,0,1
1,2,29,2,1,3947.10,1,1,72,3,0,21,1,56,0,0,1,1,1,0,1
1,1,3,0,2,4465.20,1,1,88,3,0,12,0,66,1,0,0,3,1,1,1
0,1,28,1,1,2724.60,0,0,76,3,0,17,1,60,1,1,1,2,2,0,0
0,0,7,0,0,4372.20,1,0,69,3,1,26,1,49,0,0,1,1,2,0,1
1,1,5,1,2,7882.79,1,0,58,0,1,23,0,56,1,0,0,4,0,1,1
1,0,7,0,2,2883.00,1,1,64,3,1,12,0,69,1,0,1,2,0,1,0
0,0,25,1,0,9999.00,1,0,54,0,1,16,1,64,1,0,0,2,2,1,1
0,2,2,1,0,6000.00,0,1,86,3,0,25,0,53,0,0,1,2,1,0,0
0,0,13,1,0,2883.00,1,1,71,3,1,6,0,66,1,1,1,1,0,1,0
0,1,15,0,1,5403.30,0,1,59,3,0,26,1,66,1,1,1,2,0,1,1
1,2,23,0,0,2883.00,1,1,98,1,1,12,1,64,0,0,0,4,3,0,1
1,2,13,1,0,3335.10,1,1,91,3,0,12,0,64,0,0,0,0,1,0,1
1,0,6,2,1,3840.60,0,1,52,3,1,21,1,57,0,1,0,2,1,0,1
1,2,3,2,2,9999.00,1,1,79,3,0,7,0,68,1,1,1,0,1,0,1
1,1,9,1,1,3834.00,1,0,68,3,1,19,1,67,0,0,0,3,3,0,0
1,0,22,1,0,3834.00,0,0,80,3,1,25,1,64,1,0,0,0,2,0,0
1,0,27,1,2,3773.40,0,1,74,3,1,17,1,56,0,0,0,3,3,1,0
1,2,27,1,0,5885.69,1,0,60,3,1,11,0,57,1,1,0,4,3,0,0
1,2,6,0,2,5609.64,0,0,93,3,1,24,1,59,0,0,1,1,0,1,1
1,0,6,0,0,3834.00,1,1,84,2,1,30,0,67,0,0,0,1,1,0,0
1,2,7,2,1,3730.80,0,1,84,3,0,16,0,54,0,0,0,1,1,0,0
1,1,27,2,0,4316.10,0,1,50,3,0,9,0,61,1,1,0,2,3,0,0
1,2,30,2,1,2883.00,1,1,94,3,1,17,1,68,1,1,1,3,3,1,0
1,1,4,1,0,4316.10,0,0,60,3,1,6,1,69,1,1,0,1,3,0,0
0,2,19,1,0,4105.58,0,0,55,0,1,28,0,59,0,0,0,3,0,1,1
1,2,28,2,2,2401.20,1,1,76,3,0,16,1,62,1,1,1,1,3,0,1
0,1,9,1,0,5042.78,0,0,93,3,1,25,0,58,0,1,1,3,1,0,1
1,2,15,2,2,2401.20,1,0,93,3,0,28,0,63,1,0,1,2,3,0,0
1,2,5,1,1,2401.20,1,0,56,3,1,18,1,60,1,0,0,1,2,1,0
0,2,30,0,0,4023.03,1,0,89,3,1,13,1,60,0,1,0,3,1,0,1
0,1,15,2,1,6625.67,1,0,66,3,1,19,0,57,0,1,1,0,3,0,1
1,0,5,1,2,4023.03,0,0,70,3,1,7,0,51,0,0,1,2,2,0,1
1,2,12,0,2,14499.00,0,1,96,3,1,13,1,54,1,1,1,3,3,0,1
0,0,28,2,0,10500.00,0,0,95,3,1,5,1,61,1,1,0,0,2,0,0
0,2,10,0,0,3773.40,0,1,99,3,1,15,1,67,1,1,0,2,3,0,1
1,2,2,0,2,5106.67,1,1,54,3,1,25,1,56,0,0,0,1,0,1,1
1,1,6,2,1,6269.63,0,1,77,3,1,12,1,51,1,0,0,1,3,1,0
1,2,19,2,0,8192.64,1,0,64,3,0,10,0,54,1,1,0,0,1,0,1
1,2,5,1,1,5083.94,1,1,86,3,1,22,0,50,1,0,1,2,1,0,1
0,2,28,2,1,7572.15,1,0,69,3,0,16,0,57,1,1,0,0,1,1,1
1,2,3,0,0,7572.15,1,1,78,3,0,10,0,50,0,0,1,2,3,1,0
1,2,1,1,2,10500.00,1,1,70,0,0,29,0,50,0,1,0,3,3,0,0
1,0,13,1,1,7572.15,0,1,72,3,1,24,1,63,1,0,0,3,2,0,0
1,2,15,2,0,7572.15,0,0,96,3,1,30,0,62,1,0,1,0,2,0,0
1,0,15,0,2,7572.15,1,0,84,0,1,6,1,57,0,1,1,2,3,0,0
0,2,4,0,2,7572.15,0,0,57,0,1,27,0,61,1,0,1,2,3,0,0
0,0,6,1,2,7572.15,0,0,100,3,1,13,0,69,0,0,0,4,3,0,1
1,1,20,1,0,7572.15,0,0,79,3,0,26,0,66,0,1,1,4,2,1,1
1,1,6,1,1,8929.72,0,0,96,3,1,24,1,64,1,1,1,0,1,1,0
0,0,5,0,1,7572.15,1,0,56,0,1,29,0,65,0,1,1,4,0,1,0
0,2,18,1,1,7572.15,1,1,84,3,0,9,0,53,0,1,1,3,0,0,0
1,1,3,2,2,7572.15,1,0,93,3,1,20,0,50,1,0,0,3,2,0,1
0,1,25,0,1,7572.15,1,1,64,3,0,15,0,61,0,1,1,0,3,1,1
0,0,21,2,0,7572.15,1,0,65,3,1,26,0,51,0,0,0,0,2,0,0
1,2,18,0,1,7572.15,0,0,55,3,0,15,1,62,0,1,0,1,0,1,0
1,2,5,2,2,7572.15,0,0,76,0,1,10,1,61,0,0,0,3,3,0,0
1,1,20,1,2,7572.15,1,1,92,0,0,23,1,54,1,0,0,4,1,1,0
0,2,16,1,0,5041.89,1,1,89,3,1,18,0,69,1,1,0,3,2,0,1
0,0,28,1,1,7572.15,1,1,77,3,1,26,1,54,1,1,0,4,3,0,1
0,2,10,0,1,7572.15,1,0,75,1,0,14,0,50,1,0,0,3,0,0,0
0,2,2,1,0,2901.18,1,0,72,0,0,20,1,67,0,0,0,4,2,0,1
1,2,2,0,0,2484.90,0,1,88,3,1,28,1,58,0,1,1,1,0,0,1
0,1,2,1,2,6969.96,1,1,91,0,1,6,1,50,0,1,0,4,2,0,1
0,2,5,0,1,9662.83,1,0,66,0,0,23,0,62,1,0,0,0,1,1,0
1,2,6,0,0,5421.26,1,0,59,1,1,29,0,49,0,0,0,2,0,0,1
0,2,19,1,0,7572.15,1,0,82,3,1,14,0,57,0,0,1,1,1,1,1
1,1,1,0,2,7572.15,1,0,54,3,0,29,0,59,1,0,1,0,3,1,0
0,0,7,0,1,7572.15,1,0,58,3,1,15,1,61,1,1,0,2,1,0,0
1,1,20,2,0,10500.00,0,1,63,0,1,18,1,62,1,0,1,2,1,1,1
0,0,2,0,1,7572.15,1,0,83,3,0,6,0,59,0,0,0,1,3,0,0
1,2,19,1,2,3341.54,1,1,91,1,0,11,1,51,0,1,0,1,3,0,1
0,2,19,0,0,7572.15,0,0,77,3,1,12,0,63,1,0,0,1,0,0,0
0,0,28,0,2,3409.07,0,1,81,0,0,6,0,68,1,0,1,4,2,0,0
1,2,30,2,0,7686.60,0,0,93,0,1,8,0,64,0,0,0,4,0,1,1
0,2,27,0,0,5133.40,0,0,54,0,1,30,0,59,0,1,0,4,3,0,1
0,2,13,0,1,5369.40,1,1,84,1,0,16,1,53,0,1,0,0,2,0,1
1,1,27,2,2,8450.10,0,0,54,1,1,30,0,66,0,1,1,2,2,0,1
0,2,12,1,1,5609.64,1,0,75,0,1,25,1,56,0,0,0,3,2,1,0
1,0,26,0,0,7572.15,1,0,96,0,0,28,1,67,0,0,0,4,2,1,1
0,0,12,2,0,8450.10,0,0,58,1,0,16,0,64,1,0,1,3,2,1,0
1,2,20,2,0,4023.03,0,0,70,1,0,6,0,69,1,0,0,0,2,0,0
0,1,19,0,2,7572.15,1,0,53,1,1,27,1,68,1,0,1,3,3,0,1
0,2,14,2,2,5609.64,0,0,74,0,1,8,0,68,0,1,0,3,2,0,0
1,2,27,0,2,4023.03,0,1,62,1,1,20,0,52,1,1,0,3,2,1,0
0,0,29,2,0,9903.33,1,0,89,0,1,25,0,51,1,1,0,4,0,1,1
0,1,22,1,2,4023.03,1,1,91,1,0,14,0,54,0,1,0,3,2,1,0
0,2,25,2,0,6684.00,0,0,90,1,0,6,0,52,0,0,1,3,0,0,0
1,1,11,0,1,8355.00,0,0,91,1,0,15,1,60,0,0,0,1,2,1,0
1,2,3,0,2,8292.75,1,0,64,0,0,14,1,68,1,0,1,1,1,0,0
0,0,19,1,1,8358.73,0,1,90,1,0,21,1,66,1,1,0,4,1,0,0
1,1,20,1,2,7097.65,1,0,60,0,1,9,1,56,1,1,1,2,3,1,0
1,1,6,1,1,8192.64,0,0,79,3,0,30,1,49,1,0,1,2,2,1,1
0,1,4,0,1,8192.64,0,0,50,3,0,29,1,59,0,0,0,1,3,0,1
1,1,23,1,1,7009.36,0,0,95,1,1,5,1,60,1,1,1,2,1,1,1
1,1,11,1,2,4576.72,1,1,56,0,0,12,0,56,0,0,0,4,1,1,0
1,0,13,0,0,5349.90,0,0,78,1,1,23,1,60,0,0,1,0,2,0,0
0,2,23,2,1,2505.60,1,0,64,0,0,7,0,57,0,0,0,2,1,0,1
0,1,11,1,1,22568.00,1,1,53,1,1,5,1,67,0,1,1,0,1,1,1
1,1,1,0,0,2476.20,0,0,51,0,1,11,1,61,1,1,0,1,3,0,1
0,1,1,1,2,9662.82,1,0,85,0,0,14,1,67,0,0,0,0,1,1,0
1,2,6,0,1,5421.28,1,1,99,0,1,15,0,55,1,1,1,3,1,0,0
1,1,11,0,1,3744.00,1,0,57,0,0,15,0,68,0,1,1,0,1,0,0
1,1,30,0,0,4023.03,1,1,73,0,0,19,1,49,0,1,1,1,2,0,0
0,1,10,1,0,5055.52,0,0,87,0,1,16,0,54,0,0,1,1,1,1,0
0,1,26,2,1,5471.24,0,0,55,1,0,27,1,65,0,1,1,1,2,1,0
0,2,2,0,2,5133.40,0,0,77,0,1,18,1,51,1,0,1,2,2,1,0
0,1,28,2,1,4023.03,0,0,87,1,1,17,1,55,0,1,1,3,2,1,1
1,1,15,2,0,4023.03,0,1,75,0,0,28,0,53,0,1,1,3,0,0,0
1,1,29,2,2,4023.03,1,0,86,0,1,8,0,56,0,1,1,4,3,1,1
0,2,10,0,0,8192.64,1,0,50,0,0,21,1,55,1,1,0,2,2,0,1
1,0,10,1,0,8192.64,1,1,71,0,0,23,1,62,1,0,1,2,2,1,1
1,0,30,1,1,8192.64,1,0,76,0,0,13,0,51,1,1,1,2,0,0,0
1,1,5,0,2,7395.60,1,1,98,0,0,25,1,49,0,0,1,4,1,1,1
1,1,11,0,1,3421.70,0,1,53,0,1,15,0,51,1,1,0,4,0,1,0
1,0,7,0,1,15720.43,1,1,86,0,0,24,1,50,0,0,0,2,1,1,1
1,1,18,1,2,8192.64,1,0,79,3,0,27,1,53,1,0,1,2,1,0,1
1,1,11,1,0,9999.00,0,0,99,0,1,27,0,66,1,1,0,1,2,0,1
0,2,2,0,2,8355.00,0,0,65,1,1,28,0,51,1,1,0,4,3,0,0
1,2,15,2,0,8689.20,1,1,66,0,0,28,1,62,0,0,0,3,0,0,1
0,2,5,2,1,2401.20,1,0,77,0,0,25,0,68,0,0,0,4,2,0,1
1,0,18,0,1,8020.80,0,0,73,0,0,11,0,61,1,0,1,4,1,1,1
0,1,28,2,2,8192.64,1,0,80,0,1,19,1,53,0,1,0,3,3,0,0
0,1,7,1,2,4456.16,1,1,90,1,0,29,0,69,0,0,0,1,1,0,0
0,0,13,0,0,8375.02,0,0,85,0,0,20,1,57,1,0,1,4,3,1,1
1,0,4,1,2,3939.74,0,0,72,0,1,16,0,58,1,0,1,0,0,1,1
0,2,7,0,0,5301.36,0,0,76,0,0,21,1,57,1,1,1,3,3,1,0
1,2,10,0,1,5301.36,0,1,97,0,0,30,0,67,0,1,1,2,2,1,0
1,0,29,2,0,8192.64,1,1,94,3,1,23,1,65,1,1,0,2,3,1,0
1,2,19,2,2,8192.64,0,1,66,3,1,6,0,67,0,0,1,0,0,1,1
1,2,25,1,1,5369.40,0,1,95,0,0,12,0,62,1,0,0,2,1,0,1
1,0,20,0,1,9078.42,1,1,67,0,1,15,1,53,1,0,0,2,2,0,1
0,0,6,0,1,7572.15,1,1,65,0,1,26,1,51,1,1,0,2,2,1,1
0,1,5,1,0,8192.64,1,1,88,0,0,21,0,57,0,0,1,2,0,0,1
0,0,8,1,0,9662.83,0,0,67,0,1,14,0,61,1,1,1,2,3,0,0
1,2,8,1,1,12137.06,1,1,83,0,0,22,0,50,0,0,1,0,1,0,1
0,2,24,2,1,12137.06,0,1,74,0,0,18,0,62,0,1,0,3,0,1,0
1,1,20,0,2,9999.00,0,1,100,0,1,17,1,69,1,0,1,3,1,1,0
1,0,13,2,2,4023.03,0,1,100,0,0,27,1,51,0,0,1,2,0,1,1
0,2,30,1,0,8192.64,1,1,61,0,1,23,1,67,0,0,1,0,2,0,0
1,0,2,0,1,3696.00,1,0,55,0,1,8,1,58,0,1,1,0,0,1,0
